gene/TE	cytoplasmic_dmso_3hrs_1	cytoplasmic_dmso_3hrs_2	cytoplasmic_dmso_3hrs_3	cytoplasmic_kpt185_3hrs_1	cytoplasmic_kpt185_3hrs_2	cytoplasmic_kpt185_3hrs_3	nuclear_dmso_3hrs_1	nuclear_dmso_3hrs_2	nuclear_dmso_3hrs_3	nuclear_kpt185_3hrs_1	nuclear_kpt185_3hrs_2	nuclear_kpt185_3hrs_3
"ENSG00000167323.12"	1139	717	998	760	1343	890	371	392	442	451	599	293
"ENSG00000167325.15"	5586	3488	4843	3879	5790	4224	1057	1098	1465	1609	2198	1359
"ENSG00000167332.9"	20	8	17	7	29	22	6	7	9	10	14	8
"ENSG00000167333.13"	308	175	272	166	247	203	71	87	87	93	141	72
"ENSG00000167346.9"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167355.8"	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000167359.8"	0	0	0	0	0	0	0	0	2	0	0	1
"ENSG00000167360.6"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167363.14"	44	24	24	23	39	17	30	34	35	47	75	41
"ENSG00000167371.21"	16	14	12	11	28	16	26	30	35	33	64	40
"ENSG00000167377.19"	108	84	115	102	150	107	78	69	77	93	148	75
"ENSG00000167378.10"	3183	1868	2852	1643	2701	1764	708	703	956	740	1206	595
"ENSG00000167380.17"	1098	659	927	859	1257	861	1044	1104	1255	1544	2272	1192
"ENSG00000167384.11"	550	324	489	335	535	399	183	215	234	269	413	226
"ENSG00000167390.8"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167393.18"	177	131	168	136	201	70	55	55	68	51	125	61
"ENSG00000167393.18_PAR_Y"	47	0	30	0	11	70	9	0	0	12	0	0
"ENSG00000167394.13"	379	196	298	139	248	180	85	103	101	95	142	94
"ENSG00000167395.10"	826	442	706	594	920	644	310	343	421	470	674	384
"ENSG00000167397.15"	337	213	286	220	357	257	78	80	113	93	159	102
"ENSG00000167414.5"	2	0	1	0	0	0	0	0	0	1	0	0
"ENSG00000167419.11"	1	2	1	0	0	2	1	0	0	0	2	0
"ENSG00000167434.10"	0	1	0	0	0	0	0	0	1	0	1	1
"ENSG00000167447.13"	957	566	863	698	1058	772	254	245	307	401	629	346
"ENSG00000167459.17"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167460.17"	5223	3108	4419	4720	6961	4849	544	602	781	1170	1826	897
"ENSG00000167461.12"	2666	1620	2304	1702	2670	1881	373	433	516	529	817	427
"ENSG00000167468.19"	2131	1261	1830	1474	2390	1641	140	154	206	252	308	237
"ENSG00000167470.14"	3629	2206	3162	2257	3621	2459	668	614	935	1073	1505	804
"ENSG00000167476.10"	16	7	12	10	22	9	3	6	3	5	8	7
"ENSG00000167483.19"	12	1	4	4	7	7	9	6	8	6	8	6
"ENSG00000167487.12"	320	220	257	165	309	197	46	61	60	74	126	55
"ENSG00000167491.18"	5493	3219	4621	3223	5196	3569	627	655	886	886	1328	662
"ENSG00000167494.9"	0	0	0	1	0	1	0	0	1	2	2	1
"ENSG00000167508.12"	440	274	412	245	376	276	96	120	114	135	195	98
"ENSG00000167513.9"	3914	2444	3359	2619	4154	2968	636	567	805	988	1473	710
"ENSG00000167515.10"	365	240	328	239	442	270	78	65	88	100	172	88
"ENSG00000167522.17"	2544	1454	2010	1579	2650	1698	1142	1175	1545	1482	2316	1190
"ENSG00000167523.15"	157	99	128	95	144	98	50	42	66	71	120	60
"ENSG00000167524.16"	381	199	332	227	348	266	441	431	462	397	653	307
"ENSG00000167525.15"	36	14	15	40	56	43	60	57	71	163	270	136
"ENSG00000167526.14"	17226	10939	14758	12627	17957	13264	1843	1757	2448	2833	3915	2461
"ENSG00000167528.13"	496	293	410	281	424	270	198	218	229	183	254	139
"ENSG00000167531.6"	0	0	0	1	0	0	0	1	0	0	2	0
"ENSG00000167535.8"	265	147	206	171	232	169	90	94	96	100	169	78
"ENSG00000167536.14"	391	227	268	173	324	212	115	140	157	146	199	128
"ENSG00000167543.16"	540	344	521	432	654	493	319	268	343	342	500	283
"ENSG00000167548.18"	17159	9674	14234	10127	15777	10430	3046	2797	3831	3416	5445	2565
"ENSG00000167549.19"	71	41	72	43	82	46	144	163	145	157	276	117
"ENSG00000167550.11"	15	7	13	20	24	18	5	2	9	11	18	4
"ENSG00000167552.15"	4124	2482	3685	2578	4539	3024	661	646	800	1031	1346	768
"ENSG00000167553.17"	5700	3376	4912	3665	5731	4013	915	910	1118	1374	1932	1041
"ENSG00000167554.15"	58	23	33	47	67	44	21	19	24	38	61	33
"ENSG00000167555.14"	240	182	230	187	314	240	166	176	186	244	384	228
"ENSG00000167562.14"	159	99	120	102	176	112	94	127	136	161	231	141
"ENSG00000167565.13"	327	195	330	224	389	225	58	83	85	125	145	83
"ENSG00000167566.17"	1692	1075	1473	796	1324	918	436	445	562	436	647	344
"ENSG00000167578.18"	122	74	111	75	136	91	28	35	39	34	65	29
"ENSG00000167580.8"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167588.13"	31	16	20	6	15	12	12	10	12	7	19	14
"ENSG00000167595.15"	2048	1234	1726	1454	2303	1543	439	478	549	610	1009	481
"ENSG00000167600.14"	113	67	76	90	131	64	45	43	49	54	68	43
"ENSG00000167601.12"	5	2	4	7	2	7	1	0	2	5	5	3
"ENSG00000167604.15"	75	40	93	72	83	57	107	106	95	147	204	100
"ENSG00000167608.12"	0	2	3	0	5	0	3	2	1	7	5	2
"ENSG00000167612.13"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167613.16"	0	0	1	0	3	0	0	0	0	0	1	1
"ENSG00000167614.14"	4	0	2	0	5	1	2	3	4	3	4	6
"ENSG00000167615.17"	1744	1040	1490	888	1454	990	1954	2045	2393	2524	4430	2032
"ENSG00000167617.3"	1	2	6	1	3	2	0	0	1	0	0	0
"ENSG00000167618.10"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSG00000167619.13"	109	51	77	63	97	64	58	45	55	50	109	45
"ENSG00000167625.11"	764	481	755	482	723	486	264	261	336	342	482	272
"ENSG00000167632.18"	639	416	608	453	703	495	202	179	214	221	346	168
"ENSG00000167633.18"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167634.12"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167635.12"	8742	5398	7502	6707	9048	6754	1768	1943	2615	2742	3889	2208
"ENSG00000167637.18"	1091	671	1009	781	1139	797	558	573	634	719	1153	647
"ENSG00000167641.11"	56	25	33	41	48	34	5	6	3	9	12	12
"ENSG00000167642.13"	910	568	811	692	1053	738	341	398	468	422	680	411
"ENSG00000167644.12"	0	0	0	0	0	0	0	1	0	0	1	0
"ENSG00000167645.17"	1567	973	1314	940	1607	1061	339	367	439	501	634	426
"ENSG00000167646.14"	51	34	39	34	50	36	14	3	4	8	21	6
"ENSG00000167653.5"	4	1	1	2	4	2	6	7	5	10	9	10
"ENSG00000167654.18"	0	0	0	0	0	1	0	0	0	0	0	0
"ENSG00000167656.5"	1	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000167657.14"	485	291	417	342	495	376	111	85	149	147	214	132
"ENSG00000167658.16"	53193	36039	46247	40365	54807	41927	9051	8883	11875	11780	16650	9762
"ENSG00000167664.8"	3	0	1	4	4	1	0	0	2	1	1	0
"ENSG00000167670.16"	2033	1282	1621	1215	1843	1147	600	577	807	813	1328	652
"ENSG00000167671.12"	920	638	772	601	1031	704	168	155	218	209	285	194
"ENSG00000167674.15"	1391	743	1116	871	1303	899	209	230	363	285	475	232
"ENSG00000167676.5"	12	7	9	6	6	12	5	12	9	9	12	5
"ENSG00000167680.17"	223	100	191	123	190	138	47	51	48	82	70	50
"ENSG00000167685.15"	887	588	836	523	938	586	228	222	280	318	509	248
"ENSG00000167693.17"	1162	695	995	664	1210	852	195	176	230	246	390	241
"ENSG00000167695.15"	1076	567	904	608	934	705	341	348	399	350	509	311
"ENSG00000167699.14"	1729	1048	1511	1110	1730	1256	423	389	518	529	784	419
"ENSG00000167700.9"	626	350	496	337	605	442	238	230	232	252	376	217
"ENSG00000167701.14"	4	0	4	0	1	2	5	1	3	0	4	4
"ENSG00000167702.13"	177	104	135	94	208	125	157	155	162	210	303	123
"ENSG00000167703.15"	418	239	336	452	747	525	203	184	259	445	619	363
"ENSG00000167705.12"	56	24	44	39	66	33	20	18	23	18	39	13
"ENSG00000167711.14"	0	0	0	0	1	1	0	3	1	0	1	0
"ENSG00000167716.19"	748	422	677	459	694	506	237	218	296	276	437	196
"ENSG00000167720.13"	357	236	294	274	392	289	59	48	69	84	111	70
"ENSG00000167721.11"	4591	2798	3928	3059	4409	3250	962	953	1317	1375	1997	1065
"ENSG00000167723.15"	8	8	7	5	6	10	2	3	6	7	6	8
"ENSG00000167733.14"	24	11	18	12	19	7	8	5	5	8	16	5
"ENSG00000167740.10"	346	210	280	269	360	306	81	67	104	157	211	128
"ENSG00000167741.11"	2	0	0	2	2	2	0	1	2	0	0	0
"ENSG00000167747.16"	3549	2246	2976	1920	3282	2167	913	1010	1202	1163	1825	932
"ENSG00000167748.11"	11	2	10	19	13	14	2	2	2	1	8	3
"ENSG00000167749.12"	5	2	2	3	7	6	0	0	1	0	1	1
"ENSG00000167751.13"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSG00000167754.13"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167755.15"	0	0	0	0	2	1	0	0	0	0	0	0
"ENSG00000167757.14"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167759.13"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000167766.20"	333	232	334	249	362	255	309	342	382	440	595	348
"ENSG00000167767.14"	5	1	4	4	3	5	1	0	2	1	2	1
"ENSG00000167768.4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167769.5"	0	0	0	0	0	0	0	0	0	0	0	1
"ENSG00000167770.13"	1993	1230	1761	1150	1961	1342	329	372	455	503	716	410
"ENSG00000167771.6"	150	75	102	52	110	93	19	24	42	30	48	25
"ENSG00000167772.12"	1	0	0	0	0	0	2	0	1	0	0	0
"ENSG00000167774.2"	530	328	483	373	630	450	87	87	111	132	203	129
"ENSG00000167775.11"	1007	619	827	612	1005	738	423	457	552	492	696	406
"ENSG00000167778.9"	638	405	524	447	693	445	146	136	162	227	302	184
"ENSG00000167779.9"	15	6	17	8	17	24	7	5	5	5	11	5
"ENSG00000167780.12"	0	1	0	0	5	0	0	0	0	0	1	0
"ENSG00000167785.9"	329	201	326	195	406	277	214	203	252	299	423	255
"ENSG00000167791.14"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167792.13"	2341	1348	1892	1563	2357	1692	506	528	661	726	1144	610
"ENSG00000167797.8"	368	222	282	206	314	251	43	39	49	55	61	29
"ENSG00000167798.18"	1	0	1	1	1	0	0	1	0	0	2	1
"ENSG00000167799.10"	72	43	56	44	79	48	10	19	28	19	25	12
"ENSG00000167800.10"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167807.15"	212	127	160	135	183	113	41	55	66	66	95	50
"ENSG00000167815.12"	5944	3667	5224	4055	6102	4417	774	875	1085	1291	1758	1027
"ENSG00000167822.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167825.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167840.13"	211	124	178	154	281	168	68	80	85	115	173	94
"ENSG00000167842.16"	877	563	805	584	865	666	234	249	244	299	452	240
"ENSG00000167850.4"	0	0	0	2	0	0	0	0	0	0	1	0
"ENSG00000167851.15"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSG00000167858.13"	0	0	0	0	0	0	0	0	0	1	0	0
"ENSG00000167861.16"	436	276	367	252	422	279	109	119	144	135	183	104
"ENSG00000167862.10"	640	365	594	434	680	481	76	71	106	110	176	105
"ENSG00000167863.12"	1514	880	1238	1139	1579	1202	161	191	272	290	424	249
"ENSG00000167874.7"	4	2	8	2	2	1	4	4	4	1	9	3
"ENSG00000167880.8"	1	0	5	1	3	2	0	0	2	2	0	0
"ENSG00000167881.15"	3023	1804	2574	1908	3056	2127	496	493	721	721	1134	602
"ENSG00000167889.13"	28	25	20	17	20	12	14	8	11	17	13	9
"ENSG00000167895.15"	2	1	0	2	4	0	1	3	2	5	5	4
"ENSG00000167900.12"	1661	1095	1470	1181	1929	1313	219	235	318	426	526	349
"ENSG00000167904.16"	239	179	295	209	358	225	132	128	144	221	233	146
"ENSG00000167910.4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167912.7"	5	4	11	15	19	10	0	2	4	2	8	7
"ENSG00000167914.12"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167916.5"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000167920.11"	319	191	334	223	387	327	64	62	89	118	178	83
"ENSG00000167925.16"	159	130	137	132	223	154	142	123	146	160	266	141
"ENSG00000167930.17"	1549	883	1336	1055	1718	1234	430	401	509	465	773	411
"ENSG00000167941.3"	3	0	1	1	0	1	1	0	0	2	1	1
"ENSG00000167962.15"	3925	2343	3203	1949	3271	2296	837	794	1056	891	1408	707
"ENSG00000167964.13"	45	25	40	34	54	40	26	19	26	20	24	21
"ENSG00000167965.18"	2449	1409	2121	1523	2458	1774	296	280	441	382	566	343
"ENSG00000167967.16"	776	502	689	308	545	369	357	326	485	323	530	286
"ENSG00000167968.13"	13	11	20	14	7	10	23	17	34	30	37	19
"ENSG00000167969.13"	1519	879	1327	942	1444	1027	282	260	327	373	589	320
"ENSG00000167971.16"	453	274	326	267	451	333	136	101	145	153	232	134
"ENSG00000167972.14"	2879	1783	2463	1556	2747	1859	795	794	1025	940	1404	691
"ENSG00000167977.9"	1382	854	1240	756	1206	849	211	171	313	272	392	237
"ENSG00000167978.17"	20544	12167	16890	14672	22293	15372	10646	10544	14156	13340	21958	10893
"ENSG00000167981.7"	284	151	251	131	210	156	90	89	132	112	148	67
"ENSG00000167984.18"	2	3	1	1	2	2	3	2	3	1	6	2
"ENSG00000167985.7"	276	167	224	170	273	168	77	77	82	84	129	67
"ENSG00000167986.15"	10059	6263	8642	6678	10308	7073	2063	2027	2578	2718	3967	2192
"ENSG00000167987.11"	511	308	432	313	495	359	86	99	104	118	163	74
"ENSG00000167992.14"	13	6	28	3	20	13	20	26	22	29	34	13
"ENSG00000167994.13"	139	57	107	82	110	73	26	22	18	10	28	19
"ENSG00000167995.17"	28	16	19	19	34	21	13	17	17	10	33	19
"ENSG00000167996.16"	5169	2966	4111	4076	5783	4118	241	247	341	355	572	348
"ENSG00000168000.16"	276	154	237	156	286	194	215	212	251	240	417	175
"ENSG00000168002.12"	1153	671	932	690	1121	851	182	196	216	275	394	197
"ENSG00000168003.18"	1310	789	1058	915	1458	1016	1055	1091	1209	1554	2167	1355
"ENSG00000168004.10"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168005.9"	1419	769	1218	876	1290	916	263	241	324	282	436	241
"ENSG00000168010.11"	44	28	59	39	70	44	38	56	57	61	122	41
"ENSG00000168014.18"	1079	671	913	687	1118	778	453	490	530	447	735	393
"ENSG00000168016.15"	4	2	4	6	3	4	3	6	2	1	6	5
"ENSG00000168026.19"	32	16	13	18	18	10	14	20	29	40	45	20
"ENSG00000168028.14"	10287	6671	8940	7394	10894	8178	1715	1729	2093	2050	2856	1650
"ENSG00000168032.10"	0	1	0	0	2	0	0	1	0	0	0	0
"ENSG00000168036.18"	7788	4909	6807	5693	8586	6327	3090	3156	3663	3799	5343	3059
"ENSG00000168038.11"	73	37	50	40	90	46	85	118	99	126	165	82
"ENSG00000168040.5"	552	341	432	312	510	359	112	79	103	143	185	92
"ENSG00000168056.18"	1137	676	928	716	1204	757	597	547	729	780	1134	554
"ENSG00000168060.16"	1	0	0	0	2	0	1	0	3	1	3	2
"ENSG00000168061.17"	548	316	431	232	412	257	76	104	103	100	146	84
"ENSG00000168062.10"	2	4	1	2	3	4	0	0	1	0	0	0
"ENSG00000168065.16"	1	0	2	5	1	1	2	2	2	5	6	2
"ENSG00000168066.21"	9314	5595	7809	6334	9451	6687	1601	1581	2113	2156	3383	1667
"ENSG00000168067.12"	147	93	111	115	133	96	24	25	43	50	50	41
"ENSG00000168070.12"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168071.22"	5	3	3	1	5	1	2	0	2	1	1	5
"ENSG00000168077.14"	675	450	599	478	789	531	159	154	196	215	326	184
"ENSG00000168078.10"	1604	956	1436	1158	1757	1305	261	248	329	449	643	353
"ENSG00000168079.17"	85	47	58	63	82	72	12	13	27	14	26	20
"ENSG00000168081.9"	0	0	0	0	1	0	0	0	0	0	0	0
"ENSG00000168090.10"	3447	2108	3041	2475	3824	2547	475	513	690	787	1098	657
"ENSG00000168092.14"	4130	2693	3678	2866	4235	3175	555	552	749	776	1153	668
"ENSG00000168096.15"	443	260	409	221	371	284	270	235	302	245	374	178
"ENSG00000168101.14"	661	335	537	332	507	378	120	117	149	133	235	135
"ENSG00000168116.14"	955	574	866	601	961	649	345	377	440	514	710	387
"ENSG00000168118.12"	2018	1303	1785	1435	2215	1665	286	306	351	386	562	341
"ENSG00000168122.4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168124.2"	10	7	7	5	8	14	5	1	1	8	3	3
"ENSG00000168126.3"	0	1	0	1	0	1	1	0	2	3	5	4
"ENSG00000168129.8"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168131.4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168135.4"	87	35	63	26	34	21	24	15	14	13	16	13
"ENSG00000168137.20"	5889	3599	4931	4363	6571	4484	3015	2914	3340	3520	5629	2772
"ENSG00000168140.5"	50	31	50	38	76	57	37	28	46	62	139	48
"ENSG00000168143.9"	398	270	397	339	512	358	118	140	186	224	323	144
"ENSG00000168148.4"	2	0	4	0	0	2	1	0	0	2	0	0
"ENSG00000168152.13"	250	150	227	173	291	183	92	99	97	130	198	123
"ENSG00000168158.4"	0	0	0	0	1	0	0	0	0	0	1	0
"ENSG00000168159.15"	5658	3452	4869	3866	5472	4126	838	862	1142	1198	1708	954
"ENSG00000168172.9"	2133	1314	1993	1566	2261	1605	434	510	565	534	852	476
"ENSG00000168175.15"	5876	3896	5073	4848	7512	5355	831	853	1042	1566	2250	1222
"ENSG00000168209.6"	1931	1143	1643	918	1247	890	435	440	550	470	642	424
"ENSG00000168214.22"	3213	2021	2855	2365	3630	2556	781	863	1006	1201	1809	909
"ENSG00000168216.13"	375	272	335	335	462	393	367	347	480	552	805	424
"ENSG00000168228.16"	289	203	292	211	289	215	125	150	154	144	263	121
"ENSG00000168229.4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168234.13"	555	355	470	326	561	394	140	137	188	172	301	158
"ENSG00000168237.18"	99	62	110	67	123	85	87	86	72	98	157	94
"ENSG00000168243.11"	1474	975	1279	980	1480	1040	151	146	153	153	203	110
"ENSG00000168246.6"	1313	903	1159	841	1221	864	180	173	222	252	334	202
"ENSG00000168255.20"	688	357	529	399	712	502	483	512	581	570	985	507
"ENSG00000168256.18"	2384	1458	2070	1564	2527	1673	289	275	380	376	637	314
"ENSG00000168259.17"	2496	1561	2183	1827	2756	1817	685	730	996	981	1553	768
"ENSG00000168263.9"	0	0	0	0	0	0	1	1	0	1	0	2
"ENSG00000168264.11"	4981	3229	4396	3099	4794	3536	1066	1038	1256	1521	2144	1248
"ENSG00000168267.7"	2	0	0	0	0	1	0	0	0	0	0	1
"ENSG00000168268.11"	3603	2322	3120	2364	3886	2659	688	687	820	930	1266	732
"ENSG00000168269.10"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168273.8"	129	68	94	63	121	99	46	46	43	72	90	36
"ENSG00000168275.16"	1039	656	862	801	1169	802	128	151	178	213	333	217
"ENSG00000168280.18"	993	607	944	712	1152	787	538	591	628	684	1038	499
"ENSG00000168282.6"	1083	687	1027	757	1062	811	274	280	358	359	522	270
"ENSG00000168283.14"	2429	1618	2175	1764	2622	1917	496	570	575	741	1022	623
"ENSG00000168286.3"	712	416	614	320	531	361	84	98	120	125	151	90
"ENSG00000168288.13"	1612	993	1471	1086	1649	1271	210	211	256	317	451	268
"ENSG00000168291.13"	1631	938	1346	1070	1711	1144	261	278	355	422	571	363
"ENSG00000168297.16"	535	365	505	350	577	434	182	178	206	186	268	140
"ENSG00000168298.7"	7227	4356	5585	4896	6754	5085	940	1010	1546	1434	2072	1476
"ENSG00000168300.14"	323	212	310	321	503	335	276	312	344	501	731	387
"ENSG00000168301.13"	278	180	230	199	287	212	88	85	86	128	166	103
"ENSG00000168303.9"	782	506	668	488	780	530	250	254	277	331	544	320
"ENSG00000168306.13"	2	3	9	9	6	6	2	1	4	4	2	2
"ENSG00000168309.18"	1	1	0	0	1	0	0	0	0	0	0	0
"ENSG00000168310.11"	94	41	108	65	110	70	24	14	34	34	52	26
"ENSG00000168314.19"	1	2	1	1	3	0	1	1	3	0	4	1
"ENSG00000168329.14"	5	2	2	6	4	5	2	0	1	2	5	2
"ENSG00000168333.14"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168334.9"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSG00000168348.4"	4	4	9	8	5	6	7	7	4	7	5	4
"ENSG00000168350.8"	32	11	13	11	27	17	9	7	13	14	15	20
"ENSG00000168356.13"	6	2	2	7	15	7	14	17	19	28	39	25
"ENSG00000168367.11"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168374.11"	2032	1278	1852	1320	1998	1471	266	261	376	374	554	329
"ENSG00000168385.18"	11503	7610	10257	8330	12357	8980	2207	2299	2764	3179	4408	2563
"ENSG00000168386.19"	27	17	21	33	46	35	5	4	8	18	40	20
"ENSG00000168389.18"	244	151	200	71	106	79	137	151	189	97	161	62
"ENSG00000168393.13"	1569	990	1452	981	1655	1174	346	369	455	441	672	394
"ENSG00000168394.12"	300	183	275	229	408	286	212	158	226	237	305	202
"ENSG00000168395.16"	1049	628	860	661	1015	682	388	415	416	492	916	423
"ENSG00000168397.17"	1466	858	1259	789	1211	920	407	446	510	587	817	436
"ENSG00000168398.7"	6	4	10	6	14	6	4	0	8	5	9	2
"ENSG00000168404.13"	65	47	59	44	60	57	24	31	29	36	61	34
"ENSG00000168405.18"	4	2	1	4	3	3	0	6	9	2	9	3
"ENSG00000168411.14"	4136	2549	3645	2385	3752	2573	831	836	1008	980	1455	750
"ENSG00000168412.6"	4	4	3	2	13	5	0	0	0	0	2	2
"ENSG00000168418.8"	0	0	0	0	0	0	1	0	0	0	0	1
"ENSG00000168421.13"	1	2	4	3	8	3	1	0	2	2	6	1
"ENSG00000168427.9"	10	3	4	2	5	1	5	3	1	1	8	1
"ENSG00000168434.13"	846	512	734	542	836	520	235	247	286	293	460	224
"ENSG00000168438.15"	1210	768	1053	973	1449	1012	345	312	401	437	638	355
"ENSG00000168439.17"	5827	3483	4732	3962	5837	4130	839	851	1323	1258	1856	1084
"ENSG00000168447.11"	1	3	1	0	6	3	1	2	1	4	1	0
"ENSG00000168453.16"	5	7	5	3	5	5	2	4	1	2	5	4
"ENSG00000168454.13"	9	12	11	8	20	9	3	2	2	5	7	2
"ENSG00000168461.13"	1633	1087	1540	1218	1966	1282	135	149	209	227	345	161
"ENSG00000168476.12"	721	429	623	444	778	536	289	283	318	409	564	293
"ENSG00000168477.19"	142	68	112	86	144	115	98	77	127	98	199	83
"ENSG00000168481.9"	9	10	4	12	15	5	2	1	1	7	5	7
"ENSG00000168484.13"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168487.20"	302	173	265	183	320	224	224	209	282	269	370	188
"ENSG00000168488.19"	8053	4665	6641	5221	7956	5470	1255	1294	1774	1707	2934	1422
"ENSG00000168490.14"	17	10	8	4	10	6	3	2	5	6	3	6
"ENSG00000168491.10"	25	6	25	35	39	22	8	5	8	21	24	23
"ENSG00000168495.13"	1507	890	1213	948	1495	1045	362	363	446	393	638	345
"ENSG00000168496.4"	1909	1179	1628	1251	1934	1333	374	400	519	544	748	471
"ENSG00000168497.5"	2	4	3	2	5	4	0	2	0	0	2	0
"ENSG00000168502.17"	616	360	534	341	497	351	342	386	454	326	497	265
"ENSG00000168505.7"	119	56	89	55	83	57	21	26	20	22	31	19
"ENSG00000168509.20"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168515.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168517.11"	91	54	52	47	99	57	13	21	19	29	39	25
"ENSG00000168522.13"	828	518	772	565	877	559	387	393	377	428	604	401
"ENSG00000168528.12"	445	288	453	311	503	342	69	68	96	64	118	58
"ENSG00000168530.16"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSG00000168538.16"	1266	718	1055	907	1427	997	317	352	412	519	705	360
"ENSG00000168539.4"	0	0	0	1	2	0	1	0	0	0	0	1
"ENSG00000168542.16"	41	22	41	29	60	54	39	44	54	50	109	46
"ENSG00000168546.11"	8	4	8	8	9	3	3	1	6	6	9	4
"ENSG00000168556.7"	117	74	103	64	92	74	23	24	32	33	47	21
"ENSG00000168564.6"	459	324	446	274	411	305	172	156	194	182	255	142
"ENSG00000168566.13"	1150	724	1095	802	1239	858	433	459	496	652	884	461
"ENSG00000168569.8"	225	139	210	122	197	151	76	69	94	98	132	70
"ENSG00000168575.10"	519	389	534	374	578	386	199	218	245	298	368	188
"ENSG00000168582.5"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168589.15"	3	4	4	1	3	4	2	4	0	3	2	6
"ENSG00000168591.16"	458	261	374	343	499	283	185	198	212	282	367	199
"ENSG00000168594.15"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168610.16"	2395	1508	2123	1767	2796	1970	506	467	598	692	1122	621
"ENSG00000168612.5"	365	240	265	224	421	275	76	80	102	116	218	105
"ENSG00000168615.13"	1274	860	1059	1056	1587	1074	862	971	1092	1102	1551	877
"ENSG00000168619.16"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168621.15"	153	117	138	79	157	122	59	63	74	61	93	58
"ENSG00000168630.3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168631.13"	0	0	0	0	0	0	0	1	1	0	0	0
"ENSG00000168634.5"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000168646.14"	335	210	288	177	302	187	132	155	162	137	240	123
"ENSG00000168653.11"	735	427	584	636	801	582	56	58	109	110	159	95
"ENSG00000168658.19"	0	0	0	0	1	0	0	0	0	1	0	0
"ENSG00000168661.15"	453	260	399	226	362	230	155	163	199	164	262	130
"ENSG00000168671.10"	16	14	14	17	29	15	11	20	25	27	45	22
"ENSG00000168672.4"	242	132	189	177	233	189	42	46	59	69	99	57
"ENSG00000168675.19"	275	161	260	250	306	224	190	170	205	141	319	150
"ENSG00000168676.11"	29	15	17	17	24	19	38	31	31	41	72	36
"ENSG00000168679.18"	28	20	36	30	54	28	11	14	20	19	20	19
"ENSG00000168685.15"	0	1	0	0	1	0	0	0	0	0	1	0
"ENSG00000168701.19"	276	189	219	165	293	206	82	78	83	94	174	89
"ENSG00000168702.18"	106	72	88	86	138	100	223	208	263	270	387	208
"ENSG00000168703.5"	0	0	0	0	2	0	0	0	0	0	0	0
"ENSG00000168710.18"	3608	2242	3086	2511	3765	2646	749	786	927	1098	1504	849
"ENSG00000168724.17"	1675	1106	1390	1239	1780	1292	455	466	552	531	848	473
"ENSG00000168734.14"	401	207	326	237	462	252	54	39	41	65	88	40
"ENSG00000168743.13"	500	271	410	452	635	462	404	439	531	554	871	462
"ENSG00000168746.8"	0	0	0	1	0	0	2	0	1	2	2	0
